DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
7/24/09,19581569,Treutlein J,7/1/09,Arch Gen Psychiatry,www.ncbi.nlm.nih.gov/pubmed/19581569,Genome-wide association study of alcohol dependence.,Alcohol dependence,"476 European ancestry cases, 1,358 European ancestry controls","1,024 European ancestry cases, 996 European ancestry controls",Xp22.2,X,10263651,intergenic,AC003666.1,,,ENSG00000227042,,,rs12388359-T,rs12388359,0,12388359,intron_variant,0,0.11,4.00E-06,5.397940009,,1.61,[1.32-2.00],Illumina [524396],N
4/1/09,19247474,Caporaso N,2/27/09,PLoS One,www.ncbi.nlm.nih.gov/pubmed/19247474,Genome-wide and candidate gene association study of cigarette smoking behaviors.,Smoking behavior,"2,617 European ancestry smokers, 1,725 European ancestry controls",NA,Xq23,X,111912005,TRPC5,TRPC5,,,ENSG00000072315,,,rs7050529-?,rs7050529,0,7050529,intron_variant,0,0.07,6.00E-06,5.22184875,(CPD),0.06,[NR] cigarettes per day decrease,Illumina [~ 518000],N
4/1/09,19247474,Caporaso N,2/27/09,PLoS One,www.ncbi.nlm.nih.gov/pubmed/19247474,Genome-wide and candidate gene association study of cigarette smoking behaviors.,Smoking behavior,"2,617 European ancestry smokers, 1,725 European ancestry controls",NA,Xp11.3,X,43747786,MAOA,MAOA - MAOB,ENSG00000189221,ENSG00000069535,,962,18824,rs3027409-?,rs3027409,0,3027409,intergenic_variant,1,0.95,7.00E-06,5.15490196,(CPDBI),1.73,[NR],Illumina [~ 518000],N
10/23/12,22889924,Scharf JM,8/14/12,Mol Psychiatry,www.ncbi.nlm.nih.gov/pubmed/22889924,Genome-wide association study of Tourette's syndrome.,Tourette syndrome,"778 European ancestry cases, 4,414 European ancestry controls, 242 Ashkenazi Jewish cases, 354 Ashkenazi Jewish controls, 265 French Canadian founder cases, 196 French Canadian founder controls","211 Latin American cases, 285 Latin American controls",Xp22.11,X,22116540,PHEX,PHEX,,,ENSG00000102174,,,rs5951698-G,rs5951698,0,5951698,intron_variant,0,0.0032,6.00E-06,5.22184875,,5.65,[NR],Illumina [484295],N
6/21/13,23470693,Zeng Z,3/7/13,J Dent Res,www.ncbi.nlm.nih.gov/pubmed/23470693,Genome-wide association studies of pit-and-fissure- and smooth-surface caries in permanent dentition.,Pit-and-Fissure caries,996 European ancestry individuals,,Xp11.4,X,40026377,BCOR,AC092198.1 - BCOR,ENSG00000223486,ENSG00000183337,,14195,23438,rs17145638-C,rs17145638,0,17145638,intergenic_variant,1,0.1169,2.00E-07,6.698970004,,2.329,[NR] unit decrease,Illumina [1200000] (imputed),N
11/20/13,23720494,Evans DM,5/29/13,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23720494,"Genome-wide association study identifies loci affecting blood copper, selenium and zinc.",Blood trace element (Zn levels),"2,603 European ancestry individuals",NA,Xp11.21,X,56785262,"KLF8, ZXDA, ZXDB",NBDY,,,ENSG00000204272,,,rs4826508-T,rs4826508,0,4826508,intron_variant,0,NR,1.00E-12,12,,0.21,[0.15-0.27] unit increase,Illumina [> 2500000] (imputed),N
11/8/12,19734545,Need AC,9/4/09,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/19734545,A genome-wide study of common SNPs and CNVs in cognitive performance in the CANTAB.,Cognitive performance,"Up to 1,295 individuals",NA,Xq28,X,152487090,AC108171.5,KRT8P8 - AC244102.4,ENSG00000223940,ENSG00000287394,,6066,87587,rs10856240-?,rs10856240,0,10856240,intergenic_variant,1,0.2913,9.00E-06,5.045757491,(PC1),,,Illumina [475971],N
11/8/12,19734545,Need AC,9/4/09,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/19734545,A genome-wide study of common SNPs and CNVs in cognitive performance in the CANTAB.,Cognitive performance,"Up to 1,295 individuals",NA,Xp22.31,X,8426212,VCX3B,AC079142.1 - VCX3B,ENSG00000285679,ENSG00000205642,,51826,38618,rs7892812-?,rs7892812,0,7892812,intergenic_variant,1,0.4747,8.00E-06,5.096910013,(SSP),,,Illumina [475971],N
11/8/12,19734545,Need AC,9/4/09,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/19734545,A genome-wide study of common SNPs and CNVs in cognitive performance in the CANTAB.,Cognitive performance,"Up to 1,295 individuals",NA,Xp22.2,X,11030572,HCCS,AC073529.1,,,ENSG00000234129,,,rs5934953-?,rs5934953,0,5934953,intron_variant,0,0.02285,1.00E-07,7,(PAL6),,,Illumina [475971],N
1/8/11,21113153,van der Zanden LF,11/28/10,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21113153,Common variants in DGKK are strongly associated with risk of hypospadias.,Hypospadias,"436 European ancestry cases, 494 European ancestry controls","133 European ancestry cases and their parents, 266 European ancestry cases, 402 European ancestry controls",Xp11.22,X,50439186,DGKK,DGKK,,,ENSG00000274588,,,rs1934179-A,rs1934179,0,1934179,intron_variant,0,0.33,3.00E-21,20.52287875,,2.6,[2.1-3.1],Affymetrix [574400],N
8/16/13,20014019,Dubinsky MC,8/1/10,Inflamm Bowel Dis,www.ncbi.nlm.nih.gov/pubmed/20014019,Genome wide association (GWA) predictors of anti-TNFalpha therapeutic responsiveness in pediatric inflammatory bowel disease.,Response to anti-TNF alpha therapy in inflammatory bowel disease,94 pediatric cases,NA,Xq26.2,X,134188574,NR,AC002407.2 - LARP1BP3,ENSG00000283638,ENSG00000232664,,14485,15779,rs765132-?,rs765132,0,765132,intergenic_variant,1,NR,1.00E-06,6,,35,[NR],Illumina [301742],N
12/9/08,18957941,Terracciano A,11/24/08,Mol Psychiatry,www.ncbi.nlm.nih.gov/pubmed/18957941,Genome-wide association scan for five major dimensions of personality.,Personality dimensions,"3,972 Sardinian individuals","3,903 individuals",Xp11.3,X,44540940,FUNDC1,FUNDC1,,,ENSG00000069509,,,rs6610953-G,rs6610953,0,6610953,intron_variant,0,0.85,6.00E-06,5.22184875,(openness),0.15,[NR] s.d. increase,Affymetrix [362129],N
3/15/13,23263863,Li J,12/20/12,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23263863,GWAS of blood cell traits identifies novel associated loci and epistatic interactions in Caucasian and African-American children.,Hematology traits,"7,943 African American children, 6,234 European ancestry children",NA,Xq28,X,154785832,MPP1,MPP1,,,ENSG00000130830,,,rs5987027-T,rs5987027,0,5987027,intron_variant,0,0.2462,1.00E-11,11,"(AA, RBC)",0.0745,[0.053-0.096] unit decrease,Illumina [544917],N
3/15/13,23263863,Li J,12/20/12,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23263863,GWAS of blood cell traits identifies novel associated loci and epistatic interactions in Caucasian and African-American children.,Mean corpuscular volume,"7,943 African American children, 6,234 European ancestry children",NA,Xq28,X,154785832,MPP1,MPP1,,,ENSG00000130830,,,rs5987027-T,rs5987027,0,5987027,intron_variant,0,0.2462,4.00E-10,9.397940009,(AA),0.9159,[0.63-1.2] unit increase,Illumina [544917],N
4/2/14,24068947,Brandler WM,9/12/13,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/24068947,Common variants in left/right asymmetry genes and pathways are associated with relative hand skill.,Relative hand skill,"2,666 European ancestry individuals",NA,Xq26.2,X,133991764,GPC3,AF003529.1 - AC002407.1,ENSG00000232068,ENSG00000200572,,1678,150464,rs7883190-?,rs7883190,0,7883190,intergenic_variant,1,0.62,2.00E-06,5.698970004,,0.12,[0.071-0.169] unit increase,Illumina [NR],N
9/14/13,23612905,Zhao SX,4/29/13,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23612905,Robust evidence for five new Graves' disease risk loci from a staged genome-wide association analysis.,Graves' disease,"1,442 Han Chinese ancestry cases, 1,468 Han Chinese ancestry controls","7,891 Han Chinese ancestry cases, 8,351 Han Chinese ancestry controls",Xq21.1,X,79241621,"ITM2A, GPR174",CTHRC1P1 - KIF4CP,ENSG00000271005,ENSG00000225025,,63953,81825,rs5912838-?,rs5912838,0,5912838,intergenic_variant,1,0.58,2.00E-33,32.69897,,1.32,[1.25-1.37],Illumina [8019905] (imputed),N
11/2/12,20889312,Wang KS,10/1/10,Schizophr Res,www.ncbi.nlm.nih.gov/pubmed/20889312,A genome-wide meta-analysis identifies novel loci associated with schizophrenia and bipolar disorder.,Bipolar disorder and schizophrenia,"651 European ancestry bipolar cases, 1,171 European ancestry schizophrenia cases, 2,412 European ancestry controls",NA,Xq21.1,X,83280161,NR,ATG4AP1 - Z82170.1,ENSG00000232735,ENSG00000279437,,280925,225862,rs1410530-?,rs1410530,0,1410530,intergenic_variant,1,NR,4.00E-06,5.397940009,,1.3746,[NR],Affymetrix [722112],N
11/2/12,20889312,Wang KS,10/1/10,Schizophr Res,www.ncbi.nlm.nih.gov/pubmed/20889312,A genome-wide meta-analysis identifies novel loci associated with schizophrenia and bipolar disorder.,Bipolar disorder and schizophrenia,"651 European ancestry bipolar cases, 1,171 European ancestry schizophrenia cases, 2,412 European ancestry controls",NA,Xp21.1,X,32207138,NR,DMD,,,ENSG00000198947,,,rs1456737-?,rs1456737,0,1456737,intron_variant,0,NR,5.00E-06,5.301029996,,1.2492,[NR],Affymetrix [722112],N
11/2/12,20889312,Wang KS,10/1/10,Schizophr Res,www.ncbi.nlm.nih.gov/pubmed/20889312,A genome-wide meta-analysis identifies novel loci associated with schizophrenia and bipolar disorder.,Bipolar disorder and schizophrenia,"651 European ancestry bipolar cases, 1,171 European ancestry schizophrenia cases, 2,412 European ancestry controls",NA,Xq21.1,X,83456934,NR,ATG4AP1 - Z82170.1,ENSG00000232735,ENSG00000279437,,457698,49089,rs213443-?,rs213443,0,213443,intergenic_variant,1,NR,6.00E-06,5.22184875,,1.248,[NR],Affymetrix [722112],N
11/2/12,20889312,Wang KS,10/1/10,Schizophr Res,www.ncbi.nlm.nih.gov/pubmed/20889312,A genome-wide meta-analysis identifies novel loci associated with schizophrenia and bipolar disorder.,Bipolar disorder and schizophrenia,"651 European ancestry bipolar cases, 1,171 European ancestry schizophrenia cases, 2,412 European ancestry controls",NA,Xq27.3,X,145059799,CYCSP44,RN7SKP189 - CYCSP44,ENSG00000201912,ENSG00000233548,,2362,116783,rs6627057-?,rs6627057,0,6627057,intergenic_variant,1,NR,1.00E-06,6,,1.4569,[NR],Affymetrix [722112],N
11/2/12,20889312,Wang KS,10/1/10,Schizophr Res,www.ncbi.nlm.nih.gov/pubmed/20889312,A genome-wide meta-analysis identifies novel loci associated with schizophrenia and bipolar disorder.,Bipolar disorder and schizophrenia,"651 European ancestry bipolar cases, 1,171 European ancestry schizophrenia cases, 2,412 European ancestry controls",NA,Xq28,X,153741041,NR,"ABCD1, U52111.1",,,"ENSG00000101986, ENSG00000232725",,,rs11156606-?,rs11156606,0,11156606,intron_variant,0,NR,3.00E-06,5.522878745,,1.4169,[NR],Affymetrix [722112],N
11/2/12,20889312,Wang KS,10/1/10,Schizophr Res,www.ncbi.nlm.nih.gov/pubmed/20889312,A genome-wide meta-analysis identifies novel loci associated with schizophrenia and bipolar disorder.,Bipolar disorder and schizophrenia,"651 European ancestry bipolar cases, 1,171 European ancestry schizophrenia cases, 2,412 European ancestry controls",NA,Xq27.1,X,140084524,NR,HNRNPA3P3 - RN7SL727P,ENSG00000214653,ENSG00000241248,,51044,1331,rs5907577-?,rs5907577,0,5907577,intergenic_variant,1,NR,5.00E-06,5.301029996,,1.2743,[NR],Affymetrix [722112],N
11/2/12,20889312,Wang KS,10/1/10,Schizophr Res,www.ncbi.nlm.nih.gov/pubmed/20889312,A genome-wide meta-analysis identifies novel loci associated with schizophrenia and bipolar disorder.,Bipolar disorder and schizophrenia,"651 European ancestry bipolar cases, 1,171 European ancestry schizophrenia cases, 2,412 European ancestry controls",NA,Xq27.1,X,140231900,NR,FO393408.1 - AL137014.1,ENSG00000231110,ENSG00000224942,,15096,165162,rs5955415-?,rs5955415,0,5955415,intergenic_variant,1,NR,2.00E-06,5.698970004,,1.4612,[NR],Affymetrix [722112],N
12/29/09,19767753,Eeles RA,9/20/09,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/19767753,Identification of seven new prostate cancer susceptibility loci through a genome-wide association study.,Prostate cancer,"1,854 European ancestry cases, 1,894 European ancestry controls","19,879 cases and 18,761 controls of European, East Asian, African American, Latino, and Hawaiian ancestry",Xp11.22,X,51467205,NR,AL158055.1 - NUDT11,ENSG00000226530,ENSG00000196368,,1544,22806,rs1327301-?,rs1327301,0,1327301,intergenic_variant,1,NR,2.00E-10,9.698970004,,,,Illumina [541129],N
11/12/08,18849991,Richards JB,10/12/08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/18849991,Male-pattern baldness susceptibility locus at 20p11.,Male-pattern baldness,"578 European ancestry cases, 547 European ancestry controls","1,351 European ancestry cases, 2,485 European ancestry controls",Xq12,X,67291142,AR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,614778,82431,rs6625163-A,rs6625163,0,6625163,intergenic_variant,1,NR,5.00E-11,10.30103,,3.3,[2.31-4.71],Affymetrix [370102],N
9/29/09,19734901,van Es MA,9/6/09,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/19734901,Genome-wide association study identifies 19p13.3 (UNC13A) and 9p21.2 as susceptibility loci for sporadic amyotrophic lateral sclerosis.,Amyotrophic lateral sclerosis,"2,323 European ancestry cases, 9,013 European ancestry controls","2,532 European ancestry cases, 5,940 European ancestry controls",Xp22.32,X,4678097,NR,AC074035.1 - MTND6P12,ENSG00000236513,ENSG00000235039,,44525,490821,rs5916687-?,rs5916687,0,5916687,intergenic_variant,1,0.27,3.00E-06,5.522878745,,1.22,[NR],Illumina [292768],N
9/29/09,19734901,van Es MA,9/6/09,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/19734901,Genome-wide association study identifies 19p13.3 (UNC13A) and 9p21.2 as susceptibility loci for sporadic amyotrophic lateral sclerosis.,Amyotrophic lateral sclerosis,"2,323 European ancestry cases, 9,013 European ancestry controls","2,532 European ancestry cases, 5,940 European ancestry controls",Xq13.3,X,76127599,NR,AC233982.1 - PBDC1,ENSG00000232332,ENSG00000102390,,97269,45441,rs5937496-?,rs5937496,0,5937496,regulatory_region_variant,1,0.13,6.00E-07,6.22184875,,1.38,[NR],Illumina [292768],N
4/4/11,21326311,Bhatnagar P,2/17/11,J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/21326311,Genome-wide association study identifies genetic variants influencing F-cell levels in sickle-cell patients.,F-cell distribution in sickle cell anaemia,440 African American individuals,NA,Xp22.11,X,22142875,PHEX,PHEX,,,ENSG00000102174,,,rs12559632-A,rs12559632,0,12559632,intron_variant,0,0.25,3.00E-06,5.522878745,,1.16,[0.69-1.63] unit decrease,Illumina [660740],N
1/14/09,19084217,Benyamin B,12/17/08,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/19084217,Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.,Iron status biomarkers,459 European ancestry twin pairs,NA,Xq24,X,117954093,KLHL13,KLHL13,,,ENSG00000003096,,,rs2430212-?,rs2430212,0,2430212,intron_variant,0,NR,2.00E-06,5.698970004,(serum transferrin),,,Illumina [315887],N
3/29/10,20190752,Dubois PC,2/28/10,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/20190752,Multiple common variants for celiac disease influencing immune gene expression.,Celiac disease,"4,533 European ancestry cases, 10,750 European ancestry controls","4,918 European ancestry cases, 5,684 European ancestry controls",Xp22.2,X,12953405,"TLR7, TLR8",TLR8 - TMSB4X,ENSG00000101916,ENSG00000205542,,30236,21705,rs5979785-?,rs5979785,0,5979785,intergenic_variant,1,0.74,6.00E-08,7.22184875,,1.14,[1.09-1.19],Illumina [292387],N
5/19/09,19419973,Sanna S,5/6/09,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/19419973,Common variants in the SLCO1B3 locus are associated with bilirubin levels and unconjugated hyperbilirubinemia.,Bilirubin levels,"4,300 Sardinian individuals","1,860 Sardinian individuals, 832 Old Order Amish individuals",Xq28,X,154326058,G6PD,TKTL1,,,ENSG00000007350,,,rs766420-G,rs766420,0,766420,intron_variant,0,0.18,9.00E-09,8.045757491,,0.18,[0.12-0.24] s.d. decrease,Affymetrix [362129],N
11/15/13,23704328,Fatemifar G,5/23/13,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23704328,Genome-wide association study of primary tooth eruption identifies pleiotropic loci associated with height and craniofacial distances.,Primary tooth development (number of teeth),"11,513 European ancestry individuals",,Xq13.1,X,69578860,"FAM155E, EDA",AL158069.1 - EDA,ENSG00000228160,ENSG00000158813,,2523,37207,rs11796357-G,rs11796357,0,11796357,intergenic_variant,1,NR,7.00E-19,18.15490196,,0.199,[0.16-0.24] unit increase,Illumina [2446724] (imputed),N
11/15/13,23704328,Fatemifar G,5/23/13,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23704328,Genome-wide association study of primary tooth eruption identifies pleiotropic loci associated with height and craniofacial distances.,Primary tooth development (time to first tooth eruption),"11,118 European ancestry individuals",,Xq13.1,X,69578860,"FAM155E, EDA",AL158069.1 - EDA,ENSG00000228160,ENSG00000158813,,2523,37207,rs11796357-G,rs11796357,0,11796357,intergenic_variant,1,NR,3.00E-22,21.52287875,,0.25,[0.2-0.3] unit decrease,Illumina [2446724] (imputed),N
5/18/10,20395239,Macgregor S,4/15/10,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/20395239,Genome-wide association identifies ATOH7 as a major gene determining human optic disc size.,Optic nerve measurement (disc area),"1,368 European ancestry twins from 666 families",848 European ancestry twins from 531 families,Xp11.3,X,47314877,ZNF157,AL591503.1 - ZNF157,ENSG00000203402,ENSG00000147117,,16156,55701,rs6611365-G,rs6611365,0,6611365,intergenic_variant,1,NR,4.00E-07,6.397940009,,0.178,[0.096-0.260] unit increase,Illumina [~ 2740000] (imputed),N
5/23/15,24556642,Zeng Z,2/18/14,Caries Res,www.ncbi.nlm.nih.gov/pubmed/24556642,Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.,Pit-and-Fissure caries,979 European ancestry individuals,NA,Xq26.2,X,134211258,CCDC160,LARP1BP3 - CCDC160,ENSG00000232664,ENSG00000203952,,5342,25789,rs12850804-T,rs12850804,0,12850804,intergenic_variant,1,0.1345,2.00E-06,5.698970004,,0.7501,[NR] unit increase,Illumina [1216074] (imputed),N
5/23/15,24556642,Zeng Z,2/18/14,Caries Res,www.ncbi.nlm.nih.gov/pubmed/24556642,Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.,Pit-and-Fissure caries,979 European ancestry individuals,NA,Xq21.2,X,85840734,CHM,MIR1321 - SFR1P2,ENSG00000283435,ENSG00000223707,,4876,8676,rs5967638-A,rs5967638,0,5967638,intergenic_variant,1,0.0665,1.00E-06,6,,2.019,[NR] unit increase,Illumina [1216074] (imputed),N
10/21/14,24556642,Zeng Z,2/18/14,Caries Res,www.ncbi.nlm.nih.gov/pubmed/24556642,Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.,Smooth-surface caries,1006 European ancestry individuals,NA,Xq21.2,X,85840734,CHM,MIR1321 - SFR1P2,ENSG00000283435,ENSG00000223707,,4876,8676,rs5967638-A,rs5967638,0,5967638,intergenic_variant,1,0.0658,8.00E-07,6.096910013,,3.485,[NR] unit increase,Illumina [1216189] (imputed),N
7/12/10,20581827,Voight BF,6/27/10,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/20581827,Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.,Type 2 diabetes,"8,130 European ancestry cases, 38,987 European ancestry controls","Up to 34,412 European ancestry cases, 59,925 European ancestry controls",Xq28,X,153634467,DUSP9,AF274858.1 - DUSP9,ENSG00000260081,ENSG00000130829,,20530,8025,rs5945326-A,rs5945326,0,5945326,regulatory_region_variant,1,,3.00E-10,9.522878745,,1.27,[1.18-1.37],"Affymetrix, Illumina [2426886] (imputed)",N
1/18/11,21177773,Moyer AM,12/22/10,Toxicol Sci,www.ncbi.nlm.nih.gov/pubmed/21177773,Acetaminophen-NAPQI hepatotoxicity: a cell line model system genome-wide association study.,Response to acetaminophen (hepatotoxicity),"60 European ancestry lymphoblastoid cell lines, 56 African American lymphoblastoid cell lines, 60 Han Chinese American lymphoblastoid cell lines",NA,Xq28,X,148242736,LOC100129661,U40455.1 - RPL7L1P11,ENSG00000233467,ENSG00000176970,,43858,221972,rs5936441-?,rs5936441,0,5936441,intergenic_variant,1,0.36,5.00E-06,5.301029996,,,,"Affymetrix, Illumina [1348864]",N
