DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq26.2,X,133083032,NR,USP26,,,ENSG00000134588,,,rs1413151-?,rs1413151,0,1413151,intron_variant,0,NR,1.00E-06,6,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xp22.2,X,12158936,NR,FRMPD4,,,ENSG00000169933,,,rs4141343-?,rs4141343,0,4141343,intron_variant,0,NR,2.00E-06,5.698970004,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq25,X,127805037,NR,Z75741.1 - AL008633.1,ENSG00000224548,ENSG00000225689,,8304,222285,rs182727-?,rs182727,0,182727,intergenic_variant,1,NR,2.00E-06,5.698970004,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq27.3,X,147635690,NR,AL009048.1 - AC016925.1,ENSG00000228855,ENSG00000227505,,43781,165315,rs2719877-?,rs2719877,0,2719877,intergenic_variant,1,NR,5.00E-06,5.301029996,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xp22.33,X,2641206,NR,CD99P1,,,ENSG00000223773,,,rs6567633-?,rs6567633,0,6567633,intron_variant,0,NR,5.00E-06,5.301029996,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xp21.1,X,35123389,NR,AL596268.1 - RNU6-1087P,ENSG00000229347,ENSG00000252411,,63415,470784,rs12863455-?,rs12863455,0,12863455,intergenic_variant,1,NR,6.00E-06,5.22184875,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq23,X,111711411,NR,ALG13,,,ENSG00000101901,,,rs16986609-?,rs16986609,0,16986609,intron_variant,0,NR,7.00E-06,5.15490196,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq13.3,X,75397653,NR,ZDHHC15,,,ENSG00000102383,,,rs2367177-?,rs2367177,0,2367177,intron_variant,0,NR,7.00E-27,26.15490196,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq21.1,X,83022702,NR,ATG4AP1 - Z82170.1,ENSG00000232735,ENSG00000279437,,23466,483321,rs5922761-?,rs5922761,0,5922761,intergenic_variant,1,NR,2.00E-26,25.69897,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xp22.32,X,5222618,NR,MTCYBP12 - AC112656.1,ENSG00000226313,ENSG00000238193,,51973,83096,rs16997125-?,rs16997125,0,16997125,intergenic_variant,1,NR,7.00E-22,21.15490196,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq21.1,X,79502761,NR,AL009028.1 - TBX22,ENSG00000270268,ENSG00000122145,,132596,511992,rs4825980-?,rs4825980,0,4825980,intergenic_variant,1,NR,3.00E-20,19.52287875,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq23,X,110016450,NR,TMEM164,,,ENSG00000157600,,,rs5942618-?,rs5942618,0,5942618,intron_variant,0,NR,3.00E-18,17.52287875,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq22.1,X,101882824,NR,ZMAT1,,,ENSG00000166432,,,rs1046774-?,rs1046774,0,1046774,3_prime_UTR_variant,0,NR,6.00E-18,17.22184875,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xp22.32,X,5085732,NR,AC074035.1 - MTND6P12,ENSG00000236513,ENSG00000235039,,452160,83186,rs1900761-?,rs1900761,0,1900761,intergenic_variant,1,NR,3.00E-17,16.52287875,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq28,X,149261133,NR,AC231760.1 - AC231656.1,ENSG00000242186,ENSG00000287585,,203664,153753,rs6641173-?,rs6641173,0,6641173,intergenic_variant,1,NR,3.00E-16,15.52287875,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq25,X,122097399,NR,AL441985.1 - AL357562.1,ENSG00000237891,ENSG00000280142,,85787,144609,rs2380274-?,rs2380274,0,2380274,intergenic_variant,1,NR,5.00E-14,13.30103,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq13.1,X,70187606,NR,DGAT2L6,,,ENSG00000184210,,,rs13343081-?,rs13343081,0,13343081,intron_variant,0,NR,4.00E-12,11.39794001,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq23,X,113865412,NR,XACT,,,ENSG00000241743,,,rs5974155-?,rs5974155,0,5974155,non_coding_transcript_exon_variant,0,NR,6.00E-12,11.22184875,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xp22.2,X,12167922,NR,FRMPD4,,,ENSG00000169933,,,rs12833832-?,rs12833832,0,12833832,intron_variant,0,NR,7.00E-12,11.15490196,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq27.3,X,147707185,NR,AL009048.1 - AC016925.1,ENSG00000228855,ENSG00000227505,,115276,93820,rs1030062-?,rs1030062,0,1030062,intergenic_variant,1,NR,1.00E-11,11,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq27.3,X,144414767,NR,RRM2P4 - HNRNPCP10,ENSG00000235598,ENSG00000215054,,105074,426010,rs11096128-?,rs11096128,0,11096128,intergenic_variant,1,NR,5.00E-10,9.301029996,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xp22.31,X,7067653,NR,PUDP,,,ENSG00000130021,,,rs4830580-?,rs4830580,0,4830580,intron_variant,0,NR,2.00E-08,7.698970004,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
9/20/18,30019117,Liu J,7/17/18,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/30019117,The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.,Adolescent idiopathic scoliosis,"196 cases, 303 controls",NA,Xq21.31,X,87052718,NR,Z82210.1 - AL590229.2,ENSG00000236190,ENSG00000271457,,163902,91136,rs2369513-?,rs2369513,0,2369513,intergenic_variant,1,NR,2.00E-07,6.698970004,,,,Affymetrix [NR],N,adolescent idiopathic scoliosis,http://www.ebi.ac.uk/efo/EFO_0005423,GCST006287,Genome-wide genotyping array
12/23/19,31740837,Lam M,11/18/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31740837,Comparative genetic architectures of schizophrenia in East Asian and European populations.,Schizophrenia,"22,778 East Asian ancestry cases, 35,362 East Asian ancestry controls, 33,640 European ancestry cases, 43,456 European ancestry controls",NA,Xp22.12,X,21551802,NR,CNKSR2,,,ENSG00000149970,,,rs6633421-?,rs6633421,0,6633421,intron_variant,0,NR,1.00E-11,11,,1.0767,[1.06-1.1],"Affymetrix, Illumina [12447948] (imputed)",N,schizophrenia,http://www.ebi.ac.uk/efo/EFO_0000692,GCST009337,Genome-wide genotyping array
12/23/19,31740837,Lam M,11/18/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31740837,Comparative genetic architectures of schizophrenia in East Asian and European populations.,Schizophrenia,"22,778 East Asian ancestry cases, 35,362 East Asian ancestry controls, 33,640 European ancestry cases, 43,456 European ancestry controls",NA,Xp21.3,X,29258095,NR,IL1RAPL1,,,ENSG00000169306,,,rs5943630-?,rs5943630,0,5943630,intron_variant,0,NR,2.00E-09,8.698970004,,1.05243,[1.04-1.07],"Affymetrix, Illumina [12447948] (imputed)",N,schizophrenia,http://www.ebi.ac.uk/efo/EFO_0000692,GCST009337,Genome-wide genotyping array
12/23/19,31740837,Lam M,11/18/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31740837,Comparative genetic architectures of schizophrenia in East Asian and European populations.,Schizophrenia,"22,778 East Asian ancestry cases, 35,362 East Asian ancestry controls, 33,640 European ancestry cases, 43,456 European ancestry controls",NA,Xq13.1,X,69162993,NR,PJA1,,,ENSG00000181191,,,rs7067170-?,rs7067170,0,7067170,synonymous_variant,0,NR,3.00E-10,9.522878745,,1.07047,[1.05-1.09],"Affymetrix, Illumina [12447948] (imputed)",N,schizophrenia,http://www.ebi.ac.uk/efo/EFO_0000692,GCST009337,Genome-wide genotyping array
4/16/20,31488892,Masuda T,9/5/19,Eur J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/31488892,GWAS of five gynecologic diseases and cross-trait analysis in Japanese.,Ovarian cancer (MTAG),"647 Japanese ancestry cases, 39,556 Japanese ancestry controls",NA,Xp22.11,X,23276803,Intergenic,AC004470.2,,,ENSG00000288546,,,rs972834-?,rs972834,0,972834,intron_variant,0,,7.00E-06,5.15490196,,1.03,[1.02-1.05],Illumina [7645193] (imputed),N,ovarian carcinoma,http://www.ebi.ac.uk/efo/EFO_0001075,GCST009829,Genome-wide genotyping array
4/16/20,31488892,Masuda T,9/5/19,Eur J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/31488892,GWAS of five gynecologic diseases and cross-trait analysis in Japanese.,Endometriosis,"645 Japanese ancestry cases, 39,556 Japanese ancestry controls",NA,Xq27.3,X,147212189,Intergenic,AL589669.1,,,ENSG00000284377,,,rs2218611-?,rs2218611,0,2218611,intron_variant,0,,6.00E-06,5.22184875,,1.38,[1.20-1.58],Illumina [7645193] (imputed),N,endometriosis,http://www.ebi.ac.uk/efo/EFO_0001065,GCST009832,Genome-wide genotyping array
3/31/20,31959922,Matoba N,1/20/20,Nat Hum Behav,www.ncbi.nlm.nih.gov/pubmed/31959922,"GWAS of 165,084 Japanese individuals identified nine loci associated with dietary habits.",Alcohol consumption (drinkers vs non-drinkers),"83,713 Japanese ancestry ever drinkers, 81,371 Japanese ancestry never drinkers",NA,Xp11.21,X,57078845,"SPIN3, SPIN2B",AL139397.2 - SPIN2B,ENSG00000237708,ENSG00000186787,,9160,39706,rs150096-?,rs150096,0,150096,intergenic_variant,1,NR,2.00E-08,7.698970004,,0.044,[0.029-0.059] unit decrease,Illumina [6108828] (imputed),N,alcohol drinking,http://www.ebi.ac.uk/efo/EFO_0004329,GCST009799,Genome-wide genotyping array
7/4/18,29771307,Aponte JL,5/16/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/29771307,Assessment of rosacea symptom severity by genome-wide association study and expression analysis highlights immuno-inflammatory and skin pigmentation genes.,Rosacea symptom severity,"73,265 European ancestry individuals",NA,Xq13.1,X,72174437,"FLJ44635, PIN4",NHSL2 - PIN4,ENSG00000204131,ENSG00000102309,,12687,6916,rs112004685-G,rs112004685,0,112004685,intergenic_variant,1,NR,7.00E-06,5.15490196,,0.520591,[0.29-0.75] unit decrease,Illumina [at least 950000] (imputed),N,rosacea severity measurement,http://www.ebi.ac.uk/efo/EFO_0009180,GCST005790,Genome-wide genotyping array
7/4/18,29771307,Aponte JL,5/16/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/29771307,Assessment of rosacea symptom severity by genome-wide association study and expression analysis highlights immuno-inflammatory and skin pigmentation genes.,Rosacea symptom severity,"73,265 European ancestry individuals",NA,Xq23,X,111759999,ALG13,ALG13,,,ENSG00000101901,,,rs201820102-C,rs201820102,0,201820102,stop_lost,0,NR,2.00E-06,5.698970004,,1.75434,[1.03-2.48] unit increase,Illumina [at least 950000] (imputed),N,rosacea severity measurement,http://www.ebi.ac.uk/efo/EFO_0009180,GCST005790,Genome-wide genotyping array
9/19/18,29748315,Pott J,5/1/18,Circ Genom Precis Med,www.ncbi.nlm.nih.gov/pubmed/29748315,Genetic Regulation of PCSK9 (Proprotein Convertase Subtilisin/Kexin Type 9) Plasma Levels and Its Impact on Atherosclerotic Vascular Disease Phenotypes.,Plasma proprotein convertase subtilisin/kexin type 9 levels in stable coronary artery disease,"2,022 European ancestry individuals without statin treatment, 1,268 European ancestry individuals with statin treatment",NR,Xq27.3,X,143132538,"SPANXN4, PGBD4P6",RN7SKP81 - RN7SKP149,ENSG00000202473,ENSG00000199878,,41861,64710,rs370551867-T,rs370551867,1,201236229,intergenic_variant,1,0.012,1.00E-07,7,,0.132,[NR] unit decrease,Affymetrix [9882017] (imputed),N,PCSK9 protein measurement,http://www.ebi.ac.uk/efo/EFO_0006899,GCST006284,Genome-wide genotyping array
